ax,time,vx,az,vy,ay,vz,comp
0.097,16.761258602142334,-29.448,0.948,36.418,0.077,3.098,-74.7026010540799
0.1,16.761500120162964,-29.938,0.991,36.628,0.111,0.508,-74.7026010540799
0.076,16.761735916137695,-31.198,0.982,37.188,0.021,-1.137,-74.7026010540799
0.107,16.761987447738647,-30.183,0.74,40.793,-0.015,-4.042,-74.7026010540799
0.201,16.764136791229248,-17.233,1.464,36.033,0.208,-5.057,-74.7026010540799
0.077,17.26498007774353,-5.718,0.946,26.408,0.276,-3.587,-74.7026010540799
0.1,17.267254114151,1.387,1.092,3.063,0.162,-14.997,-73.5430057431905
0.121,17.267715454101562,-1.098,1.022,2.433,0.174,-13.562,-73.5430057431905
0.112,17.268072843551636,0.372,1.025,3.028,0.179,-11.147,-73.88329923990408
0.095,17.26845669746399,2.472,0.976,4.428,0.153,-8.452,-73.88329923990408
0.051,17.268795013427734,3.242,1.012,4.498,0.182,-5.162,-73.88329923990408
0.065,17.269126892089844,2.437,1.021,5.548,0.158,-1.522,-73.88329923990408
0.039,17.26944613456726,2.332,1.074,5.163,0.105,1.208,-73.88329923990408
0.033,17.269761085510254,0.932,1.001,3.763,0.076,4.358,-73.88329923990408
0.047,17.270071029663086,1.317,1.003,3.028,0.14,7.088,-73.88329923990408
0.02,17.27037787437439,2.087,1.041,3.588,0.093,9.153,-73.88329923990408
-0.008,17.77864980697632,0.862,1.049,4.393,0.051,10.763,-73.88329923990408
0.067,17.781031847000122,0.652,1.054,1.628,0.028,2.783,-75.4401483917993
0.054,17.7815523147583,0.162,0.988,0.928,-0.001,1.978,-75.4401483917993
0.043,17.78186273574829,-0.888,0.963,1.803,0.006,1.313,-75.4401483917993
-0.07,17.782132148742676,-1.973,0.993,2.993,-0.019,0.648,-75.4401483917993
0.017,17.782437324523926,-4.038,1.139,2.923,0.037,0.298,-75.4401483917993
-0.039,17.78271508216858,-6.138,0.952,2.083,-0.017,0.508,-75.4401483917993
-0.019,17.78300976753235,-11.808,1.01,-2.712,0.091,0.998,-75.4401483917993
-0.043,17.78330087661743,-7.363,1.161,3.973,0.027,0.613,-75.4401483917993
0.182,17.78355860710144,-14.713,1.049,-5.197,0.032,1.103,-75.4401483917993
-0.141,17.783796310424805,-4.983,0.87,-0.087,0.072,1.943,-75.4401483917993
0.052,17.785675525665283,-9.008,1.18,-3.307,0.043,3.798,-73.2332831708167
0.029,18.30830216407776,-3.163,0.956,0.473,0.137,7.543,-73.2332831708167
0.117,18.308870553970337,1.877,0.964,6.248,-0.039,-8.942,-76.9398124201464
0.131,18.310877084732056,2.647,1.038,4.918,-0.01,-11.777,-76.9398124201464
0.102,18.311317682266235,2.612,1.004,3.623,-0.029,-12.617,-76.9398124201464
0.137,18.31164288520813,2.157,1.025,1.418,-0.026,-14.402,-76.9398124201464
0.101,18.311904668807983,-2.253,0.991,1.313,0.025,-15.767,-76.9398124201464
0.139,18.312151670455933,-3.583,1.046,-0.542,-0.029,-16.327,-76.9398124201464
0.105,18.312410354614258,-4.738,1.024,2.958,-0.069,-15.767,-76.54518604010481
0.047,18.31264877319336,-1.133,0.955,5.023,-0.024,-14.997,-76.54518604010481
0.145,18.312894582748413,6.287,1.011,7.928,-0.04,-14.052,-76.54518604010481
-0.022,18.313175201416016,0.057,0.7,3.973,0.067,-13.457,-76.54518604010481
-0.009,18.86052680015564,2.052,0.972,10.728,-0.039,-11.462,-76.54518604010481
-0.182,18.863341808319092,-9.218,0.708,-4.427,0.143,-22.697,-73.43580161883203
-0.085,18.863921403884888,-5.753,1.262,-5.582,0.273,-22.802,-73.43580161883203
-0.067,18.8643217086792,-8.203,1.055,-2.712,0.189,-22.032,-73.43580161883203
-0.05,18.86465620994568,-7.713,1.017,-0.507,0.167,-20.597,-73.43580161883203
-0.005,18.86497187614441,-8.203,1.078,-4.847,0.157,-17.482,-73.43580161883203
0.038,18.865281343460083,-6.383,0.983,-9.957,0.17,-13.142,-73.43580161883203
0.032,18.86560845375061,-3.688,0.887,-11.602,0.214,-8.382,-73.43580161883203
0.101,18.86594581604004,-5.788,1.026,-16.222,0.137,-3.867,-73.43580161883203
0.135,18.866262912750244,1.982,0.786,-5.372,0.138,2.363,-73.43580161883203
0.135,18.86654043197632,1.982,0.786,-6.352,0.138,3.168,-73.83241976689463
0.202,18.867375135421753,-3.443,1.144,-11.952,0.022,3.448,-73.83241976689463
0.166,19.382745504379272,-8.833,1.023,-13.317,0.134,2.538,-73.83241976689463
0.081,19.385155200958252,9.682,0.719,4.953,-0.032,3.098,-72.88489880494406
-0.019,19.38561224937439,-0.223,0.782,3.098,-0.034,7.543,-72.88489880494406
0.077,19.385980367660522,0.197,0.765,1.313,-0.009,7.683,-72.88489880494406
0.082,19.38628602027893,-6.558,1.258,-0.682,-0.023,8.768,-72.88489880494406
0.051,19.38658118247986,-5.018,0.956,-2.117,0.02,9.363,-72.88489880494406
0.034,19.386870861053467,-3.093,1.001,-0.087,-0.01,8.348,-73.67212147742781
-0.051,19.38716459274292,0.477,0.966,4.078,0.047,7.158,-73.67212147742781
-0.065,19.387450456619263,-0.048,1.053,6.073,0.07,5.758,-73.67212147742781
-0.055,19.387744188308716,0.827,0.996,6.983,0.063,5.058,-73.67212147742781
-0.06,19.388034105300903,3.592,1.09,5.408,0.037,3.553,-73.67212147742781
-0.084,19.908503532409668,3.522,0.986,2.643,0.051,1.523,-73.67212147742781
0.039,19.91077470779419,1.282,1.052,1.243,-0.093,-1.102,-74.62622556750892
0.054,19.91119885444641,2.227,1.046,1.488,0.024,-2.467,-74.62622556750892
0.067,19.911519289016724,0.897,1.001,1.733,0.01,-2.852,-74.65970126909674
0.093,19.91191267967224,-1.378,1.018,2.188,0.034,-2.432,-74.65970126909674
0.071,19.912249088287354,-0.153,1.085,-0.297,-0.021,-2.642,-74.65970126909674
0.055,19.91256618499756,0.057,0.946,-2.502,0.013,-3.272,-74.65970126909674
0.128,19.912840366363525,1.737,1.001,-1.767,0.014,-4.987,-74.65970126909674
-0.015,19.913109302520752,2.297,1.069,-3.552,-0.0,-7.297,-74.65970126909674
0.02,19.91338276863098,4.397,1.025,-1.697,-0.02,-7.157,-74.65970126909674
0.013,19.913652420043945,3.697,0.883,0.193,0.02,-6.422,-74.65970126909674
0.022,20.43681812286377,1.002,0.962,2.678,0.05,-5.477,-74.65970126909674
0.153,20.439085721969604,5.482,0.805,-2.292,0.156,-3.727,-75.55896286399808
-0.033,20.43949007987976,8.212,1.21,-3.167,0.034,-4.532,-75.55896286399808
0.114,20.43979287147522,-1.133,0.919,-5.442,0.181,-6.107,-75.55896286399808
-0.223,20.440091609954834,2.647,1.473,-9.467,-0.107,-6.807,-75.55896286399808
0.123,20.440404415130615,3.662,0.981,-10.832,-0.122,-6.807,-75.55896286399808
0.308,20.440757751464844,-7.258,0.639,-12.827,0.023,-5.477,-75.55896286399808
0.209,20.441039323806763,-8.973,1.297,-22.032,-0.226,-3.272,-75.55896286399808
0.086,20.441327571868896,-18.178,1.152,-25.182,-0.009,-4.287,-75.55896286399808
0.085,20.441600799560547,-12.263,1.328,-23.992,0.097,-1.837,-75.55896286399808
-0.029,20.441866159439087,-1.903,1.011,-17.447,-0.168,0.368,-75.90099188233143
0.044,20.442132711410522,-6.593,0.754,-15.242,-0.068,4.568,-75.90099188233143
-0.074,20.95214343070984,5.202,1.181,-13.247,0.081,7.928,-75.90099188233143
0.077,20.952749967575073,1.422,0.991,-3.517,0.062,-7.017,-75.22972501612988
0.038,20.95470666885376,1.352,1.007,-3.097,0.025,-5.477,-75.22972501612988
0.069,20.9550359249115,-0.643,0.989,0.193,0.059,-2.187,-75.22972501612988
0.022,20.95536971092224,-0.643,0.994,0.193,0.059,-2.187,-75.22972501612988
0.034,20.955695390701294,-3.968,0.977,1.488,0.036,-0.332,-75.22972501612988
0.075,20.955983638763428,-4.668,1.05,2.678,0.051,0.123,-75.22972501612988
0.046,20.95624613761902,-6.908,1.043,6.423,0.037,0.508,-74.57327446248198
0.052,20.956490993499756,-6.628,1.024,6.843,0.082,0.578,-74.57327446248198
0.086,20.95672369003296,-8.273,1.068,8.243,0.065,0.333,-74.57327446248198
0.052,20.95699667930603,-10.583,1.029,9.188,0.059,0.053,-74.57327446248198
0.031,20.958203315734863,-11.458,1.006,10.133,0.07,-0.227,-74.57327446248198
0.064,21.488951921463013,-10.863,1.045,10.378,0.031,-0.752,-74.57327446248198
-0.128,21.49159836769104,0.197,0.998,-15.067,-0.071,6.178,-72.3506178380338
-0.113,21.49200701713562,0.722,1.174,-24.622,-0.302,1.978,-72.3506178380338
0.076,21.492323398590088,20.672,1.166,-29.102,-0.17,0.473,-72.3506178380338
-0.214,21.492618083953857,34.287,0.996,-22.417,-0.072,-0.682,-73.09164204771658
-0.156,21.4928982257843,31.242,0.559,-22.592,-0.005,2.468,-73.09164204771658
-0.02,21.49316930770874,18.502,1.077,-20.982,-0.074,6.878,-73.09164204771658
-0.085,21.493438005447388,17.417,0.942,-19.862,-0.03,8.243,-73.09164204771658
0.01,21.49372124671936,13.497,1.221,-12.372,-0.086,12.968,-73.09164204771658
-0.172,21.49399185180664,11.677,0.94,-8.277,-0.043,14.088,-73.09164204771658
0.157,21.494259357452393,6.357,1.172,-12.127,-0.133,17.063,-73.09164204771658
0.089,22.060524463653564,6.987,0.945,-3.062,-0.114,17.588,-73.09164204771658
0.014,22.062856197357178,0.582,1.012,2.433,0.013,2.853,-73.81454602768513
0.017,22.063238859176636,0.092,0.999,1.943,0.056,3.973,-73.81454602768513
0.019,22.063565492630005,-2.253,1.042,2.993,0.054,5.443,-73.81454602768513
0.025,22.063920974731445,-2.008,1.012,1.313,0.098,5.548,-74.15197310755823
0.057,22.064249753952026,-1.028,1.031,0.753,0.097,5.548,-74.15197310755823
0.019,22.06457495689392,-0.643,1.024,-0.717,0.11,5.198,-74.15197310755823
0.031,22.06492805480957,0.162,0.964,-2.117,0.095,5.058,-74.15197310755823
0.017,22.065319776535034,1.422,1.004,-1.592,0.127,4.883,-74.15197310755823
0.057,22.06561303138733,3.557,0.978,1.278,0.113,5.093,-74.15197310755823
0.061,22.065879583358765,6.497,0.947,6.143,0.132,4.953,-74.15197310755823
0.02,22.066158056259155,8.247,0.978,9.118,0.106,4.253,-74.15197310755823
0.122,22.65568447113037,5.097,0.626,8.033,0.178,3.028,-74.15197310755823
0.064,22.658047199249268,-3.478,1.061,1.488,0.04,5.583,-73.68816198078123
0.061,22.658522367477417,-3.338,0.999,1.453,0.072,5.863,-74.46938635311328
0.046,22.65890097618103,-3.198,1.044,1.103,0.052,6.003,-74.46938635311328
-0.025,22.659190893173218,0.407,0.992,3.448,0.183,6.073,-74.46938635311328
0.013,22.659482717514038,-1.833,1.027,1.418,0.05,6.633,-74.46938635311328
0.062,22.659732818603516,-4.038,0.964,1.663,0.052,6.738,-74.46938635311328
0.023,22.659968614578247,-6.978,1.088,0.788,0.011,7.228,-74.46938635311328
0.077,22.66021728515625,-6.453,0.982,1.033,0.075,7.718,-74.46938635311328
0.104,22.66046142578125,-3.968,1.04,2.118,0.038,8.173,-74.46938635311328
0.082,22.660699605941772,-1.238,0.976,2.398,0.033,8.628,-74.46938635311328
0.072,23.20188617706299,0.022,0.925,2.013,0.073,10.098,-74.46938635311328
0.071,23.20437526702881,0.127,0.969,6.703,-0.01,-16.957,-77.25108547359856
0.136,23.204981565475464,0.407,1.009,4.323,-0.051,-18.147,-77.25108547359856
0.133,23.205378532409668,1.247,0.94,6.073,-0.053,-18.357,-77.25108547359856
0.077,23.205738067626953,0.582,0.824,4.043,-0.011,-18.987,-77.25108547359856
0.152,23.206098318099976,-4.913,1.032,-0.542,-0.018,-19.337,-77.25108547359856
0.08,23.20645260810852,-1.273,0.902,4.883,0.036,-18.042,-77.25108547359856
0.106,23.206878423690796,-0.923,1.119,4.498,-0.036,-17.692,-76.32646146306513
0.12,23.207268953323364,-0.328,1.012,6.318,-0.022,-15.977,-76.32646146306513
0.039,23.20761251449585,-1.028,0.85,7.018,0.001,-14.297,-76.32646146306513
0.086,23.207950353622437,-3.093,1.056,5.233,0.02,-13.597,-76.32646146306513
0.133,23.20828652381897,0.547,1.089,10.588,0.028,-11.357,-76.32646146306513
0.111,23.763025522232056,3.242,0.954,13.633,0.033,-9.222,-76.32646146306513
0.03,23.765233516693115,0.267,1.03,-2.257,0.169,-12.792,-75.29511466466477
0.077,23.76562786102295,2.682,0.915,-10.517,0.165,-7.402,-75.29511466466477
0.119,23.76598811149597,-3.968,0.791,-15.242,0.116,3.343,-75.29511466466477
0.185,23.766290426254272,-6.803,0.949,-13.457,0.114,8.733,-75.29511466466477
0.15,23.76663064956665,-7.818,0.838,-14.087,0.045,10.518,-75.29511466466477
0.178,23.76695203781128,-11.143,0.971,-16.782,0.02,12.373,-75.29511466466477
0.191,23.7672700881958,-11.143,1.197,-18.812,-0.051,12.093,-75.29511466466477
0.171,23.767608642578125,-4.458,0.757,-22.067,0.055,9.433,-75.29511466466477
0.213,23.76797103881836,0.722,0.767,-20.212,0.084,8.733,-75.29511466466477
0.162,23.76836633682251,2.717,1.13,-18.357,0.108,7.788,-75.21265314369113
0.161,23.76874566078186,2.297,0.983,-16.327,0.016,8.208,-75.21265314369113
0.244,24.327972888946533,2.997,1.075,-15.872,0.069,9.188,-75.21265314369113
0.101,24.330241918563843,2.052,0.897,7.123,-0.029,-1.452,-74.71920911680623
0.054,24.33066487312317,-0.573,1.058,4.568,0.074,-3.622,-74.53229912532939
-0.085,24.330984592437744,-0.538,0.943,7.823,0.071,-4.952,-74.53229912532939
-0.045,24.331271409988403,-2.568,1.007,6.423,0.035,-6.247,-74.53229912532939
-0.089,24.33157753944397,-2.848,0.995,3.273,0.071,-7.472,-74.53229912532939
-0.129,24.331895351409912,-0.258,0.957,-0.017,0.081,-7.437,-74.53229912532939
-0.098,24.332229614257812,-2.218,0.949,-0.997,0.089,-6.877,-74.53229912532939
-0.113,24.332544088363647,-4.948,0.98,-2.222,0.048,-5.722,-74.53229912532939
-0.096,24.332845211029053,-5.508,0.984,-4.602,0.038,-3.622,-74.53229912532939
0.04,24.333141088485718,-5.858,1.12,-4.322,-0.092,-2.782,-74.53229912532939
-0.147,24.334873914718628,-0.328,1.043,2.188,0.036,-0.262,-74.53229912532939
-0.04,24.914146423339844,4.642,1.134,6.388,0.058,4.288,-74.61413866040802
0.073,24.91653871536255,-1.133,1.03,1.733,-0.049,-12.477,-75.82494462218463
0.055,24.91698980331421,0.162,0.985,2.853,0.005,-10.517,-74.8134442233457
0.049,24.9173367023468,-0.853,1.007,3.133,0.006,-7.682,-74.8134442233457
0.042,24.917606830596924,-1.238,0.998,1.768,-0.023,-3.552,-74.8134442233457
0.027,24.917874097824097,0.022,0.981,1.103,-0.001,-2.432,-74.8134442233457
-0.005,24.918134689331055,-1.448,1.05,0.613,-0.027,1.313,-74.8134442233457
-0.086,24.918434143066406,-1.833,1.003,0.473,-0.009,2.363,-74.8134442233457
-0.032,24.918734312057495,2.052,1.031,2.048,0.071,3.028,-74.8134442233457
-0.012,24.91899561882019,2.052,1.031,2.048,0.023,2.923,-74.8134442233457
-0.042,24.91924238204956,1.947,1.056,2.433,0.025,1.733,-74.8134442233457
-0.043,25.527618885040283,2.542,0.925,3.833,0.06,0.473,-75.27158652551735
0.129,25.529972314834595,9.892,1.024,-12.197,0.107,15.103,-77.79811786490859
0.031,25.530317783355713,-3.058,0.87,-4.182,-0.019,11.988,-77.79811786490859
0.038,25.530589818954468,-2.428,0.783,-5.617,0.008,11.008,-77.79811786490859
0.081,25.53084373474121,-2.183,1.001,-3.552,0.009,9.328,-77.79811786490859
0.048,25.531090021133423,-0.503,1.028,4.218,0.047,6.948,-77.79811786490859
0.083,25.53135395050049,-2.078,1.012,5.898,0.038,4.743,-77.79811786490859
0.07,25.531686067581177,-4.633,0.918,3.623,0.056,1.523,-77.79811786490859
0.098,25.532009840011597,0.267,1.045,-0.332,0.052,-0.927,-77.79811786490859
0.036,25.532357692718506,0.267,1.045,-0.332,0.039,-0.927,-76.50770101793493
0.089,25.532695770263672,2.367,1.285,0.858,0.089,-4.497,-76.50770101793493
0.078,25.5335693359375,0.827,1.122,2.048,0.077,-6.072,-76.50770101793493
0.105,26.106802701950073,-0.643,0.807,-1.487,0.019,-8.452,-76.50770101793493
0.056,26.109311819076538,-7.293,0.91,12.093,0.042,-1.382,-75.5108017501397
0.089,26.109795093536377,-12.893,0.953,12.828,0.029,-0.857,-75.5108017501397
0.11,26.11019730567932,-12.788,0.989,13.388,0.04,-0.682,-75.5108017501397
0.107,26.11056423187256,-12.648,1.001,17.308,-0.011,0.123,-75.5108017501397
0.131,26.11091923713684,-14.853,1.031,17.238,0.081,0.543,-75.5108017501397
0.113,26.11127543449402,-14.503,1.006,18.778,0.019,1.418,-75.5108017501397
0.145,26.111624479293823,-15.938,1.025,18.673,0.045,2.678,-75.5108017501397
0.143,26.111976861953735,-16.883,1.001,17.623,0.075,2.888,-75.5108017501397
0.071,26.11231017112732,-16.393,1.057,16.468,0.061,3.903,-75.5108017501397
0.09,26.11257815361023,-16.603,0.975,18.708,0.024,4.918,-75.77356026417826
0.137,26.11441731452942,-18.073,0.936,18.743,0.063,5.513,-75.77356026417826
0.035,26.697443962097168,-17.548,1.012,20.948,0.099,6.073,-75.77356026417826
0.104,26.699695825576782,6.742,1.184,-17.377,0.005,11.148,-75.8355973821534
0.079,26.70020031929016,6.812,1.069,-8.277,0.091,12.863,-75.8355973821534
0.12,26.70058012008667,1.107,1.161,2.608,0.029,11.218,-75.8355973821534
0.036,26.700927257537842,-3.828,0.955,10.308,0.1,10.903,-75.8355973821534
-0.021,26.701269388198853,-7.888,0.711,9.083,0.082,10.868,-75.8355973821534
0.082,26.701606273651123,-4.563,1.118,9.363,0.065,9.048,-75.8355973821534
-0.021,26.70193576812744,1.107,0.854,10.273,0.041,8.593,-75.8355973821534
-0.014,26.702265977859497,8.492,0.994,3.273,0.115,8.173,-75.8355973821534
-0.01,26.70259714126587,11.082,0.843,1.978,0.076,5.793,-75.8355973821534
-0.041,26.702941179275513,13.322,0.958,-3.412,-0.152,2.993,-75.65225353853087
-0.052,26.70767879486084,8.982,1.07,-3.447,-0.16,1.558,-75.65225353853087
-0.142,27.28907799720764,0.442,1.248,6.563,0.058,-2.502,-75.65225353853087
0.024,27.29165554046631,-0.188,1.047,1.628,0.072,4.148,-76.2117340763765
0.027,27.292207717895508,-0.118,1.018,-0.857,0.042,2.433,-76.2117340763765
0.015,27.292606353759766,0.442,1.045,-0.332,0.073,1.943,-76.2117340763765
0.021,27.292996883392334,1.247,1.031,0.368,0.06,1.103,-76.2117340763765
0.01,27.293403387069702,2.017,0.999,0.858,0.059,0.438,-76.2117340763765
0.019,27.293800354003906,2.157,0.979,0.613,0.067,0.368,-76.2117340763765
0.082,27.294196844100952,3.032,0.979,3.798,0.003,0.928,-76.2117340763765
-0.037,27.294575214385986,4.327,0.99,3.623,0.103,0.823,-76.2117340763765
0.093,27.29499101638794,2.857,1.005,4.708,0.074,1.173,-76.03619110728039
0.058,27.2953679561615,1.667,1.062,3.378,0.037,1.418,-76.03619110728039
0.032,27.89786982536316,2.402,1.018,1.838,0.039,1.908,-76.03619110728039
0.065,27.898532152175903,-13.978,1.059,0.228,0.065,24.063,-78.6194540794624
0.086,27.900680541992188,-10.723,0.919,-6.107,0.024,23.888,-78.6194540794624
0.076,27.901036977767944,-12.403,0.955,-11.532,0.025,23.503,-78.6194540794624
0.15,27.90138578414917,-12.473,1.213,-17.167,0.115,22.488,-78.6194540794624
0.096,27.901711225509644,-19.368,1.174,-25.847,0.004,17.798,-78.6194540794624
0.113,27.901996612548828,-21.958,1.172,-28.717,0.001,16.468,-78.6194540794624
0.08,27.902284860610962,-24.408,1.052,-27.317,-0.096,12.758,-79.34277155231717
0.01,27.90255856513977,-22.868,1.236,-29.172,-0.135,11.953,-79.34277155231717
0.09,27.90282440185547,-20.768,1.122,-32.952,-0.086,8.313,-79.34277155231717
0.129,27.903092861175537,-13.838,1.02,-30.782,-0.002,5.758,-79.34277155231717
0.133,28.49734091758728,-18.038,0.9,-30.117,-0.017,2.398,-79.34277155231717
0.088,28.499758005142212,25.362,0.983,39.918,0.011,11.393,-79.09270661753756
0.158,28.500251293182373,6.742,1.095,29.418,0.014,8.978,-79.09270661753756
0.065,28.50061559677124,1.597,1.461,31.133,0.04,5.408,-79.09270661753756
-0.135,28.500944137573242,-5.508,1.081,22.033,0.002,2.503,-79.09270661753756
-0.177,28.50126361846924,0.337,0.331,14.508,0.088,-0.507,-79.09270661753756
-0.136,28.50157594680786,13.497,1.256,21.998,0.081,-2.362,-77.67015529171009
-0.176,28.50190234184265,9.087,0.894,8.838,0.111,-4.602,-77.67015529171009
-0.218,28.502218008041382,-1.308,1.178,6.318,0.183,-8.522,-77.67015529171009
-0.288,28.502531051635742,-12.193,0.803,3.693,0.096,-11.637,-77.67015529171009
-0.212,28.50286102294922,-12.263,0.937,0.998,0.154,-12.862,-77.67015529171009
-0.285,28.504328727722168,-12.158,0.953,-0.227,0.075,-15.732,-77.67015529171009
-0.308,29.0769145488739,-19.053,0.964,-6.877,0.119,-17.377,-77.67015529171009
0.077,29.079273462295532,-0.293,1.26,-6.772,-0.113,-13.667,-78.69006752597979
-0.03,29.07967519760132,-0.923,0.888,-4.777,0.022,-11.917,-78.69006752597979
0.02,29.079972505569458,-4.423,1.127,-7.962,-0.098,-8.837,-78.69006752597979
-0.011,29.080281019210815,-0.993,1.066,-3.132,-0.011,-5.197,-78.69006752597979
0.104,29.080565214157104,1.842,0.997,-1.907,-0.115,-0.437,-78.69006752597979
0.166,29.08085012435913,3.802,0.985,1.068,0.008,4.078,-78.69006752597979
0.143,29.081120491027832,2.087,0.937,0.998,0.032,7.298,-77.81109300404752
0.175,29.08138632774353,-4.668,1.019,-3.377,-0.014,9.573,-77.81109300404752
0.155,29.08164882659912,-6.628,0.931,-5.757,0.045,11.673,-77.81109300404752
0.117,29.081907510757446,-5.823,1.107,-6.072,-0.055,12.023,-77.81109300404752
0.126,29.086000204086304,-7.433,1.009,-7.822,0.047,11.743,-77.81109300404752
0.114,29.622694492340088,-6.733,0.905,-5.547,-0.057,11.218,-77.81109300404752
0.06,29.625022649765015,-5.753,1.014,1.628,0.037,8.873,-79.51370742230232
0.06,29.625426530838013,-5.193,1.014,1.208,0.037,9.538,-79.51370742230232
0.061,29.625776290893555,-1.728,1.043,0.963,0.064,11.253,-79.51370742230232
0.045,29.62611174583435,-1.343,1.084,-1.032,0.041,12.863,-79.51370742230232
0.087,29.626437187194824,-0.713,0.785,0.053,-0.021,13.458,-79.51370742230232
-0.002,29.62674593925476,-1.938,0.866,0.403,0.106,14.053,-79.51370742230232
0.041,29.627053022384644,-0.958,0.916,1.663,0.16,13.038,-79.51370742230232
0.043,29.627359867095947,-0.923,1.032,3.028,0.038,12.128,-79.51370742230232
0.058,29.62766194343567,1.737,1.011,4.603,0.037,10.798,-79.51370742230232
-0.017,29.62797498703003,4.082,0.836,3.518,0.043,7.508,-79.51370742230232
-0.036,30.160940647125244,3.767,0.985,1.803,-0.046,5.128,-80.03407477415396
