vy,ay,az,ax,vz,vx,time,comp
7.282,0.163,1.089,-0.044,12.073,8.554,28.76225781440735,-68.00728645154872
8.752,0.159,1.018,-0.139,13.123,10.479,28.7625515460968,-68.00728645154872
-1.013,0.186,1.06,-0.052,13.683,2.569,28.762805938720703,-68.00728645154872
-8.258,0.201,0.992,-0.058,13.088,2.569,28.763838291168213,-68.00728645154872
-8.783,0.165,0.981,-0.03,12.738,4.144,29.338388919830322,-68.00728645154872
-1.608,0.129,0.983,0.14,8.748,4.599,29.340603828430176,-71.61073247456468
-1.503,0.145,0.997,0.12,8.958,2.884,29.340953588485718,-71.61073247456468
-1.573,0.119,0.978,0.136,8.503,1.064,29.341211795806885,-71.61073247456468
-2.098,0.109,0.989,0.095,7.698,0.504,29.341440439224243,-71.61073247456468
-3.568,0.167,1.054,0.069,7.488,0.679,29.341659784317017,-71.66783400794736
-3.148,0.139,0.979,0.073,5.808,-0.091,29.341878414154053,-71.66783400794736
-2.658,0.129,0.979,0.108,5.143,2.709,29.342095375061035,-71.66783400794736
-2.483,0.185,1.028,0.132,3.953,2.499,29.342307329177856,-71.66783400794736
-3.988,0.15,1.021,0.107,2.378,0.959,29.34252166748047,-71.66783400794736
-4.828,0.13,1.051,0.088,1.398,2.674,29.342735528945923,-71.66783400794736
-5.178,0.146,0.996,0.144,1.293,1.449,29.851530075073242,-71.66783400794736
1.122,0.256,1.072,0.157,8.538,-2.471,29.852083444595337,-72.38964462503068
-1.958,0.12,0.925,0.166,9.238,-5.586,29.853994369506836,-72.38964462503068
0.282,0.141,0.947,0.116,10.043,1.134,29.854321241378784,-72.38964462503068
-1.958,0.137,1.011,0.154,11.513,1.064,29.85458278656006,-73.13575504955894
-2.238,0.106,1.047,0.136,12.388,-8.071,29.8548104763031,-73.13575504955894
-3.533,0.028,0.854,0.166,9.413,-8.491,29.855034589767456,-73.13575504955894
-1.328,0.06,1.044,0.177,9.063,4.949,29.855262994766235,-73.13575504955894
0.282,0.271,1.347,0.199,9.763,8.659,29.855479955673218,-73.13575504955894
2.172,-0.116,1.207,0.111,8.958,-0.161,29.855690717697144,-73.13575504955894
-0.103,-0.188,1.03,0.199,6.928,8.869,29.85589838027954,-73.13575504955894
1.227,0.115,0.962,0.321,4.758,4.704,29.85612177848816,-73.13575504955894
0.002,0.15,1.119,0.048,3.148,-1.281,30.35927724838257,-73.13575504955894
16.277,0.049,0.998,0.14,9.273,-5.796,30.361772775650024,-73.40619374908003
9.382,0.11,1.241,0.194,11.933,-1.386,30.362226724624634,-73.40619374908003
4.692,0.011,1.139,0.042,11.863,-2.261,30.36256241798401,-73.40619374908003
0.982,0.044,0.827,0.032,11.548,0.784,30.362879276275635,-73.40619374908003
7.632,0.159,1.004,0.081,12.773,2.429,30.363202571868896,-73.40619374908003
15.262,0.147,0.88,0.152,12.528,-12.131,30.363468647003174,-73.40619374908003
25.027,-0.079,0.806,-0.021,8.783,-31.766,30.363703966140747,-73.40619374908003
23.627,-0.201,0.893,-0.006,7.943,-17.871,30.363933563232422,-73.40619374908003
30.032,0.177,0.932,0.178,7.628,-26.551,30.364160537719727,-73.40619374908003
19.707,-0.006,1.244,0.162,8.433,-18.256,30.364386081695557,-72.59250912052656
4.832,0.019,1.002,0.193,7.208,-11.326,30.832204341888428,-72.59250912052656
7.002,0.057,1.033,0.117,-17.747,-13.461,30.834274291992188,-72.67477221943265
10.152,0.041,1.0,0.099,-18.657,-15.106,30.834589958190918,-71.74477022390248
10.152,0.041,1.0,0.121,-18.307,-15.106,30.834840536117554,-71.74477022390248
7.877,0.027,1.005,0.134,-18.867,-13.286,30.835074186325073,-71.74477022390248
2.697,0.029,1.007,0.136,-18.412,-8.491,30.83530020713806,-71.74477022390248
0.457,0.029,1.007,0.136,-18.307,-8.491,30.835525035858154,-71.74477022390248
-3.043,-0.005,0.951,0.128,-17.572,-4.956,30.835793018341064,-71.74477022390248
-4.338,-0.009,0.944,0.091,-16.067,-3.626,30.836109399795532,-71.74477022390248
-4.828,-0.002,0.928,0.098,-13.792,-6.601,30.836395502090454,-71.74477022390248
-5.423,-0.041,0.934,0.095,-10.397,-9.786,30.8366219997406,-71.74477022390248
-5.353,-0.047,0.997,0.075,-6.652,-11.501,30.83877682685852,-71.74477022390248
-5.353,-0.016,1.04,0.079,-3.712,-12.936,31.337034940719604,-71.639692394866
2.207,-0.024,1.017,0.099,-2.767,-0.756,31.33898377418518,-71.58236282309558
1.542,-0.009,1.015,0.117,-5.322,-2.016,31.339287519454956,-71.58236282309558
-1.013,-0.005,1.011,0.112,-7.247,-2.366,31.339504718780518,-71.58236282309558
-1.013,-0.005,1.006,0.128,-7.247,-2.191,31.339710235595703,-71.58236282309558
-2.553,-0.03,0.972,0.095,-7.492,-0.826,31.33991813659668,-71.58236282309558
-3.988,-0.014,0.974,0.113,-7.632,-3.171,31.34010410308838,-71.58236282309558
-4.478,-0.047,0.982,0.107,-7.772,-1.631,31.340283393859863,-71.58236282309558
-3.743,-0.017,1.025,0.132,-7.002,-2.366,31.340461015701294,-71.58236282309558
-3.813,-0.051,1.006,0.141,-6.757,-6.251,31.3406343460083,-71.58236282309558
-5.808,-0.03,0.972,0.144,-6.757,-5.131,31.340807676315308,-71.28742389132586
-6.368,0.026,0.979,0.136,-5.882,-2.751,31.847836017608643,-71.28742389132586
-0.978,0.012,1.029,0.144,-5.917,-1.141,31.850310564041138,-70.37819369749242
-3.883,0.02,1.078,0.17,-4.342,-1.036,31.8506863117218,-70.37819369749242
-5.843,0.051,0.983,0.199,-0.422,-4.396,31.85093593597412,-70.37819369749242
-13.578,0.075,0.798,0.18,4.268,-10.066,31.851171731948853,-70.37819369749242
-16.413,0.012,0.962,0.142,5.668,-14.056,31.851399898529053,-70.37819369749242
-17.428,0.045,0.981,0.153,8.853,-20.076,31.851624488830566,-70.37819369749242
-7.348,0.034,1.118,0.076,14.733,-10.906,31.8518385887146,-70.37819369749242
-8.678,0.063,1.19,0.143,16.483,-8.806,31.852055311203003,-71.11938130678361
-5.213,0.045,0.986,0.157,21.908,-8.281,31.8522789478302,-71.11938130678361
-5.388,-0.025,0.878,0.143,24.533,-6.111,31.8525333404541,-71.11938130678361
-3.218,0.051,0.883,0.18,26.423,2.184,32.38561296463013,-71.11938130678361
15.542,0.012,1.087,0.25,-33.322,9.674,32.386512994766235,-70.41534089331981
7.982,0.034,0.959,-0.006,-35.282,-1.771,32.38690209388733,-70.41534089331981
-0.523,0.033,0.886,0.075,-34.162,-7.126,32.388644218444824,-70.41534089331981
3.572,0.033,0.968,0.075,-32.902,-8.596,32.38887906074524,-68.42009371237997
14.737,0.081,1.065,0.013,-28.667,-5.971,32.38913345336914,-68.42009371237997
15.542,0.116,1.015,-0.0,-23.487,-5.516,32.389429569244385,-68.42009371237997
23.487,0.095,0.924,0.008,-16.137,7.084,32.38968014717102,-68.42009371237997
24.362,0.089,1.018,-0.013,-10.852,14.504,32.389922857284546,-68.42009371237997
28.107,0.083,1.06,-0.044,-5.287,17.269,32.39018487930298,-68.42009371237997
27.582,0.097,1.105,-0.047,-0.807,20.139,32.390432834625244,-68.42009371237997
13.722,0.107,1.083,0.027,2.133,9.219,32.39087152481079,-68.42009371237997
14.527,0.053,1.031,-0.063,4.408,5.719,32.863996267318726,-68.42009371237997
-5.843,0.123,1.033,0.077,11.268,3.339,32.866148471832275,-70.25897350963899
-4.793,0.114,1.016,0.076,12.458,3.339,32.866652965545654,-70.25897350963899
-3.918,0.141,0.997,0.096,13.228,5.964,32.86697864532471,-70.25897350963899
-2.413,0.124,0.969,0.102,13.578,8.239,32.86727595329285,-70.25897350963899
-3.043,0.115,0.993,0.099,13.403,9.114,32.86756777763367,-70.28971361403822
-2.763,0.115,0.994,0.111,13.508,9.989,32.86785674095154,-70.28971361403822
-6.018,0.154,0.961,0.173,13.613,10.654,32.86820125579834,-70.28971361403822
-7.208,0.093,1.007,0.118,13.403,7.854,32.86849331855774,-70.28971361403822
-7.348,0.105,1.016,0.123,12.423,7.854,32.86877965927124,-70.28971361403822
-5.738,0.111,0.982,0.102,12.038,7.434,32.869057178497314,-70.28971361403822
-4.198,-0.179,1.115,0.097,10.988,9.324,32.86932706832886,-70.28971361403822
0.982,0.133,1.113,0.117,8.013,18.494,33.398077726364136,-70.28971361403822
-3.078,0.06,0.976,0.155,9.553,-2.926,33.40058374404907,-71.04194782934324
-2.833,0.178,0.956,0.18,9.413,-2.506,33.40099287033081,-71.04194782934324
-1.783,0.208,1.04,0.23,9.343,-6.286,33.40135931968689,-71.04194782934324
0.527,0.076,0.903,0.135,8.818,-8.946,33.4017539024353,-71.04194782934324
-1.363,0.161,0.929,0.169,8.363,-3.871,33.40214562416077,-71.04194782934324
2.837,0.166,1.005,0.189,8.293,-14.406,33.40250778198242,-71.04194782934324
-0.558,0.144,1.016,0.227,9.203,-7.126,33.40284085273743,-71.04194782934324
0.562,0.119,1.015,0.177,8.818,0.049,33.40310764312744,-71.04194782934324
-1.923,0.147,1.044,0.186,8.363,1.974,33.403350591659546,-71.04194782934324
-2.378,0.13,0.998,0.196,8.188,1.414,33.40359330177307,-71.04194782934324
-3.918,0.114,1.058,0.152,6.788,-1.106,33.40383267402649,-72.69918197686873
-2.098,0.089,1.005,0.149,5.948,-1.176,33.40783381462097,-72.69918197686873
-2.973,0.117,1.028,0.19,4.478,0.049,33.942235708236694,-72.69918197686873
11.412,0.148,0.988,0.178,6.823,-4.221,33.9444842338562,-73.12493157064625
12.567,0.128,0.993,0.157,6.578,-3.486,33.94493579864502,-73.12493157064625
14.212,0.11,1.011,0.137,6.543,-7.371,33.94527745246887,-73.12493157064625
14.492,0.123,1.031,0.156,6.158,-8.526,33.945581912994385,-73.12493157064625
13.652,0.139,1.043,0.182,6.018,-11.641,33.945878744125366,-73.12493157064625
12.427,0.144,0.976,0.162,6.158,-14.476,33.94616627693176,-72.99205304459268
15.192,0.071,0.93,0.11,6.858,-12.866,33.946452140808105,-72.99205304459268
11.727,0.177,1.222,0.163,9.553,0.154,33.94673037528992,-72.99205304459268
8.857,0.047,1.152,0.081,9.133,-2.996,33.947012186050415,-72.99205304459268
4.727,0.042,0.984,0.072,8.223,2.989,33.947293281555176,-72.99205304459268
3.292,0.152,0.905,0.07,9.378,3.164,33.94757318496704,-72.99205304459268
6.232,0.076,0.883,0.105,9.028,-5.796,34.43951606750488,-72.99205304459268
5.497,0.089,0.92,0.127,-9.522,-16.331,34.44148659706116,-71.46714914634468
4.937,0.07,0.995,0.137,-10.677,-15.561,34.44180917739868,-71.46714914634468
5.007,0.033,0.977,0.118,-11.342,-12.726,34.44204020500183,-71.46714914634468
2.802,0.037,0.966,0.109,-11.657,-1.561,34.442254304885864,-71.46714914634468
0.527,0.051,1.053,0.128,-11.377,-5.201,34.442463397979736,-71.2534132255208
-1.713,0.016,1.073,0.09,-11.307,-6.636,34.442673206329346,-71.2534132255208
-2.063,0.016,1.073,0.09,-11.377,-6.636,34.44287133216858,-71.2534132255208
0.072,0.048,1.022,0.066,-11.937,-10.661,34.44306993484497,-71.2534132255208
1.437,0.032,1.061,0.05,-12.532,-11.781,34.44326734542847,-71.2534132255208
4.377,0.015,1.033,0.069,-14.072,-14.441,34.44346356391907,-71.2534132255208
5.392,0.018,1.041,0.083,-15.927,-14.686,34.443676233291626,-71.2534132255208
4.902,0.035,1.057,0.08,-16.347,-13.916,34.94912648200989,-71.2534132255208
2.627,0.036,0.955,0.152,-2.382,-4.921,34.94962787628174,-71.91690848245719
2.627,-0.016,0.955,0.14,-2.277,-2.751,34.95134472846985,-70.6648932283915
-0.173,-0.034,1.038,0.126,-2.942,-4.046,34.951606035232544,-70.6648932283915
-8.538,0.026,1.036,0.188,-3.187,-2.016,34.95183563232422,-70.6648932283915
-1.083,0.003,0.987,0.146,-3.572,-5.866,34.952134132385254,-70.6648932283915
-0.453,0.027,0.982,0.112,-3.607,-3.031,34.95242762565613,-70.6648932283915
-1.853,0.037,0.998,0.136,-4.937,-4.431,34.952720165252686,-70.6648932283915
-2.728,0.009,1.027,0.123,-5.392,-3.906,34.95302891731262,-70.6648932283915
-5.073,0.006,1.058,0.144,-5.847,-2.891,34.95329570770264,-70.6648932283915
-6.403,0.013,1.035,0.117,-7.002,-4.536,34.953540086746216,-70.6648932283915
-5.948,0.011,0.991,0.137,-6.617,-3.976,35.42246961593628,-70.58705110402278
6.407,-0.046,1.057,0.178,-10.047,3.304,35.424540519714355,-71.21558264912605
5.882,-0.001,1.074,0.198,-10.082,-0.686,35.42501163482666,-71.21558264912605
2.732,-0.044,1.029,0.185,-10.747,0.364,35.42534327507019,-71.21558264912605
5.077,-0.022,1.011,0.162,-10.992,1.449,35.42565679550171,-71.00476148489504
5.637,-0.012,1.028,0.189,-11.272,-1.981,35.42596507072449,-71.00476148489504
2.522,-0.062,1.056,0.139,-10.852,-2.121,35.42625975608826,-71.00476148489504
1.332,-0.037,0.988,0.175,-10.117,-2.016,35.426541805267334,-71.00476148489504
-0.173,-0.053,1.003,0.162,-9.802,2.009,35.4268217086792,-71.00476148489504
-0.348,-0.004,1.008,0.14,-8.122,3.969,35.42709445953369,-71.00476148489504
-1.503,-0.052,1.062,0.177,-7.492,3.409,35.427367210388184,-71.00476148489504
-1.328,-0.01,1.034,0.141,-6.477,1.204,35.89186763763428,-71.00476148489504
11.062,-0.081,1.035,0.261,-5.987,5.019,35.893967628479004,-70.9030808904941
16.452,-0.088,1.015,0.226,-5.532,3.759,35.8943395614624,-70.9030808904941
15.122,-0.1,0.953,0.205,-6.162,9.744,35.89464592933655,-70.9030808904941
17.572,-0.089,0.979,0.215,-5.952,9.744,35.894922971725464,-70.9030808904941
15.507,-0.066,0.927,0.188,-6.512,10.304,35.89520192146301,-70.9030808904941
14.072,-0.061,0.885,0.205,-6.617,11.039,35.89546608924866,-71.78539556860463
13.652,-0.087,1.023,0.245,-6.757,14.154,35.89573311805725,-71.78539556860463
13.862,-0.022,0.89,0.282,-6.757,13.874,35.895994424819946,-71.78539556860463
16.172,-0.054,0.964,0.114,-7.947,18.249,35.89625668525696,-71.78539556860463
15.472,0.031,1.008,0.275,-9.487,22.589,35.89651393890381,-71.78539556860463
17.327,-0.051,0.992,0.138,-9.942,23.044,35.89941692352295,-71.78539556860463
19.847,0.024,1.007,0.238,-12.882,28.644,36.3644003868103,-71.78539556860463
-4.583,0.111,1.014,0.211,7.313,18.249,36.36640238761902,-69.50945496078869
-3.393,0.091,0.984,0.161,5.633,20.524,36.36677289009094,-69.50945496078869
-4.093,0.081,0.982,0.173,5.283,16.464,36.367069721221924,-69.50945496078869
-3.743,0.033,0.96,0.164,5.388,9.989,36.36736440658569,-69.50945496078869
-2.553,0.05,1.024,0.149,4.618,3.479,36.367684841156006,-69.50945496078869
-0.593,0.065,1.089,0.162,3.043,0.924,36.36801099777222,-69.50945496078869
0.632,0.062,1.118,0.132,0.768,1.764,36.36831855773926,-69.50945496078869
2.382,0.039,1.098,0.121,-1.192,3.689,36.368629932403564,-69.69983380291082
